gene,alias
AKR1C3,DD3|DDX|HA1753|HAKRB|HAKRe|HSD17B5|PGFS|hluPGFS
AKR1C4,3-alpha-HSD|C11|CDR|CHDR|DD-4|DD4|HAKRA
AKR1C6P,TAKR
AKR1C8P,AKR1CL1
AKR1D1,3o5bred|CBAS2|SRD5B1
AKR1D1P1,AKR1D1P|SRD5BP1
AKR1E2,AKR1CL2|AKRDC1|LoopADR|TAKR|hTSP|htAKR
AKR7A2,AFAR|AFAR1|AFB1-AR1|AKR7
AKR7A2P1,AFARP1
AKR7A3,AFAR2
AKR7L,AFAR3|AFB1-AR 3|AFB1-AR3|AKR7A4
AKT1,AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA
AKT1S1,Lobe|PRAS40
AKT2,HIHGHH|PKBB|PKBBETA|PRKBB|RAC-BETA
AKT3,MPPH|MPPH2|PKB-GAMMA|PKBG|PRKBG|RAC-PK-gamma|RAC-gamma|STK-2
AKTIP,FT1|FTS
ALAD,ALADH|PBGS
ALAS1,ALAS|ALAS-H|ALAS3|ALASH|MIG4
ALAS2,ALAS-E|ALASE|ANH1|ASB|SIDBA1|XLDPP|XLEPP|XLSA
ALB,HSA|PRO0883|PRO0903|PRO1341
ALCAM,CD166|MEMD
ALDH18A1,ADCL3|ARCL3A|GSAS|P5CS|PYCS|SPG9|SPG9A|SPG9B
ALDH1A1,ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1
ALDH1A2,RALDH(II)|RALDH2|RALDH2-T
ALDH1A3,ALDH1A6|ALDH6|MCOP8|RALDH3
ALDH1B1,ALDH5|ALDHX
ALDH1L1,10-FTHFDH|10-fTHF|FDH|FTHFD
ALDH1L2,mtFDH
ALDH2,ALDH-E2|ALDHI|ALDM
ALDH3A1,ALDH3|ALDHIII
ALDH3A2,ALDH10|FALDH|SLS
ALDH3B1,ALDH4|ALDH7
ALDH3B2,ALDH8
ALDH4A1,ALDH4|P5CD|P5CDh
ALDH5A1,SSADH|SSDH
ALDH6A1,MMSADHA|MMSDH
ALDH7A1,ATQ1|EPD|PDE
ALDH7A1P1,ATQL1
ALDH7A1P2,ATQL2
ALDH7A1P3,ATQL3
ALDH7A1P4,ATQL4
ALDH8A1,ALDH12|DJ352A20.2
ALDH9A1,ALDH4|ALDH7|ALDH9|E3|TMABADH
ALDOA,ALDA|GSD12|HEL-S-87p
ALDOB,ALDB|ALDO2
ALDOC,ALDC
ALG1,CDG1K|HMAT1|HMT-1|HMT1|MT-1|Mat-1|hMat-1
ALG10,ALG10A|DIE2|KCR1
ALG10B,ALG10|KCR1
ALG11,CDG1P|GT8
ALG12,CDG1G|ECM39|PP14673|hALG12
ALG13,CDG1S|CXorf45|EIEE36|GLT28D1|MDS031|TDRD13|YGL047W
ALG14,CMS15
ALG1L,ALG1L1
ALG2,CDG1I|CDGIi|CMS14|CMSTA3|NET38|hALPG2
ALG3,CDG1D|CDGS4|CDGS6|D16Ertd36e|NOT56L|Not56|not
ALG5,bA421P11.2
ALG6,CDG1C
ALG8,CDG1H
ALG9,CDG1L|DIBD1|GIKANIS|LOH11CR1J
ALK,CD246|NBLST3
ALKAL1,AUGA|AUGB|FAM150A|UNQ9433
ALKAL2,AUGA|FAM150B|PRO1097|RGPG542
ALKBH1,ABH|ABH1|ALKBH|alkB|hABH
ALKBH2,ABH2
ALKBH3,ABH3|DEPC-1|DEPC1|PCA1|hABH3
ALKBH4,ABH4
ALKBH5,ABH5|OFOXD|OFOXD1
ALKBH6,ABH6
ALKBH7,ABH7|SPATA11|UNQ6002
ALKBH8,ABH8|TRM9|TRMT9|TRMT9A
ALLC,ALC
ALMS1,ALSS
ALMS1P1,ALMS1L|ALMS1P
ALOX12,12-LOX|12S-LOX|LOG12
ALOX12B,12R-LOX|ARCI2
ALOX12P1,ALOX12P
ALOX12P2,ALOX12E
ALOX15,12-LOX|15-LOX|15-LOX-1|LOG15
ALOX15B,15-LOX-2
ALOX15P1,ALOX15P
ALOX5,5-LO|5-LOX|5LPG|LOG5
ALOX5AP,FLAP
ALOXE3,ARCI3|E-LOX|eLOX-3|eLOX3
ALPI,IAP
ALPK1,8430410J10Rik|LAK
ALPK2,HAK
ALPK3,MAK|MIDORI
ALPL,AP-TNAP|APTNAP|HOPS|TNAP|TNSALP
ALPP,ALP|PALP|PLAP|PLAP-1
ALPPL2,ALPG|ALPPL|GCAP
ALS2,ALS2CR6|ALSJ|IAHSP|PLSJ
ALS2CL,RN49018
ALS3,ALS6
ALX1,CART1|FND3|HEL23
ALX3,FND|FND1
ALX4,CRS5|FND2
ALYREF,ALY|ALY/REF|BEF|REF|THOC4
AMACR,AMACRD|CBAS4|P504S|RACE|RM
AMBN,AI1F
AMBP,A1M|EDC1|HCP|HI30|IATIL|ITI|ITIL|ITILC|UTI
AMBRA1,DCAF3|WDR94
AMCN,AMC|AMC1|AMCN1
AMD1,ADOMETDC|AMD|SAMDC
AMD1P2,AMD|AMD2|AMDP1|AMDPX|AMDPY
AMDHD1,HMFT1272
AMDHD2,CGI-14
AMELX,AI1E|AIH1|ALGN|AMG|AMGL|AMGX
AMELY,AMGL|AMGY
AMER1,FAM123B|OSCS|WTX
AMER2,FAM123A
AMER3,FAM123C
AMFR,GP78|RNF45
AMH,MIF|MIS
AMHR2,AMHR|MISR2|MISRII|MRII
AMIGO1,ALI2|AMIGO|AMIGO-1
AMIGO2,ALI1|AMIGO-2|DEGA
AMIGO3,ALI3|AMIGO-3
AMLCR2,AMLCR
AMMEC,CXDELq22.3|DELXq22.3
AMMECR1,AMMERC1|MFHIEN
AMN,PRO1028|amnionless
AMOTL1,JEAP
AMOTL2,LCCP
AMPD1,MAD|MADA|MMDD
AMPD2,PCH9|SPG63
AMPH,AMPH1
AMT,GCE|GCST|GCVT|NKH
AMTN,AI3B|UNQ689
AMY1A,AMY1
AMY1B,AMY1
AMY1C,AMY1
AMY2A,AMY2|PA
AMY2B,AMY2|AMY3|HXA
AMYP1,AMY2P
ANAPC1,APC1|MCPR|TSG24
ANAPC10,APC10|DOC1
ANAPC10P1,ANAPC10P
ANAPC11,APC11|Apc11p|HSPC214
ANAPC13,APC13|SWM1
ANAPC15,APC15|C11orf51|HSPC020
ANAPC16,APC16|C10orf104|CENP-27|MSAG|bA570G20.3
ANAPC2,APC2
ANAPC4,APC4
ANAPC5,APC5
ANAPC7,APC7
ANG,ALS9|HEL168|RAA1|RNASE4|RNASE5
ANGEL1,Ccr4e|KIAA0759
ANGEL2,Ccr4d|KIAA0759L
ANGPT1,AGP1|AGPT|ANG1
ANGPT2,AGPT2|ANG2
ANGPT4,ANG3|ANG4
ANGPTL1,ANG3|ANGPT3|ARP1|AngY|UNQ162|dJ595C2.2
ANGPTL2,ARP2|HARP
ANGPTL3,ANG-5|ANGPT5|ANL3|FHBL2
ANGPTL4,ARP4|FIAF|HARP|HFARP|NL2|PGAR|TGQTL|UNQ171|pp1158
ANGPTL6,AGF|ARP5
ANGPTL7,AngX|CDT6|dJ647M16.1
ANGPTL8,C19orf80|PRO1185|PVPA599|RIFL|TD26
ANIB1,AIB|AIB1
ANIB2,AIB2
ANIB3,AIB3
ANK1,ANK|SPH1|SPH2
ANK2,ANK-2|LQT4|brank-2
ANK3,ANKYRIN-G|MRT37
ANKEF1,ANKRD5
ANKFY1,ANKHZN|BTBD23|ZFYVE14
ANKH,ANK|CCAL2|CMDJ|CPPDD|HANK|MANK|SLC62A1
ANKHD1,MASK|MASK1|PP2500|VBARP
ANKHD1-EIF4EBP3,MASK-BP3|MASK-BP3ARF
ANKK1,DRD2|PKK2
ANKLE1,ANKRD41|LEM3|LEMD6
ANKLE2,KIAA0692|LEMD7|Lem4|MCPH16
ANKMY1,ZMYND13
ANKMY2,ZMYND20
ANKRA2,ANKRA
ANKRD1,ALRP|C-193|CARP|CVARP|MCARP|bA320F15.2
ANKRD11,ANCO-1|ANCO1|LZ16|T13
ANKRD12,ANCO-2|ANCO1|GAC-1|Nbla00144
ANKRD13A,ANKRD13|NY-REN-25
ANKRD13C,dJ677H15.3
ANKRD17,GTAR|MASK2|NY-BR-16
ANKRD18B,bA255A11.3|bA255A11.5
ANKRD19P,ANKRD19|bA526D8.2
ANKRD2,ARPP
ANKRD20A1,ANKRD20A
ANKRD20A10P,ANKRD20A4P1
ANKRD20A11P,C21orf81
ANKRD20A18P,C21orf126
ANKRD20A20P,CCDC29
ANKRD20A5P,ANKRD20A5
ANKRD20A8P,ANKRD20B
ANKRD23,DARP|MARP3
ANKRD26,THC2|bA145E8.1
ANKRD26P3,LINC00414
ANKRD27,PP12899|VARP
ANKRD28,PITK|PPP1R65
ANKRD30A,NY-BR-1
ANKRD30B,NY-BR-1.1
ANKRD30BL,ANKRD30BP3|NCRNA00164
ANKRD30BP1,ANKRD30BP|C21orf110|PRED4
ANKRD30BP2,C21orf99|CT85|CTSP-1|CTSP1
ANKRD33,C12orf7|PANKY
ANKRD34A,ANKRD34
ANKRD34B,DP58
ANKRD36,UNQ2430
ANKRD36B,KIAA1641
ANKRD36BP1,ANKRD26L1|ANKRD36BL1
ANKRD37,Lrp2bp
ANKRD42,PPP1R79|SARP
ANKRD44,PP6-ARS-B
ANKRD45,CT117
ANKRD46,ANK-S|GENX-115279
ANKRD49,FGIF|GBIF
ANKRD52,ANKRD33
ANKRD54,LIAR
ANKRD60,C20orf86|bA196N14.3
ANKRD62,DKFZp779B1634
ANKRD62P1-PARP4P3,VWFP1-ANKRD62P1-PARP4P3
ANKRD7,TSA806
ANKS1A,ANKS1
ANKS1B,AIDA|AIDA-1|ANKS2|EB-1|EB1|cajalin-2
ANKS4B,HARP
ANKS6,ANKRD14|NPHP16|PKDR1|SAMD6
ANKUB1,C3orf16
ANKZF1,ZNF744
ANLN,FSGS8|Scraps|scra
ANO1,DOG1|ORAOV2|TAOS2|TMEM16A
ANO1-AS2,C11orf78|NCRNA00224
ANO10,SCAR10|TMEM16K
ANO2,C12orf3|TMEM16B
ANO3,C11orf25|DYT23|DYT24|GENX-3947|TMEM16C
ANO4,TMEM16D
ANO5,GDD1|LGMD2L|TMEM16E
ANO6,BDPLT7|SCTS|TMEM16F
ANO7,D-TMPP|DTMPP|IPCA-5|IPCA5|NGEP|PCANAP5|PCANAP5L|TMEM16G
ANO7L1,ANO7P1|C1orf224|TMEM16M
ANO8,KIAA1623|TMEM16H
ANO9,PIG5|TMEM16J|TP53I5
ANOP1,MCOPS4
ANOS1,ADMLX|HH1|HHA|KAL|KAL1|KALIG-1|KMS|WFDC19
ANOS2P,ADMLY|KAL-Y|KALP
ANP32A,C15orf1|HPPCn|I1PP2A|LANP|MAPM|PHAP1|PHAPI|PP32
ANP32A-IT1,C15orf28|HsT18971|NCRNA00321
ANP32B,APRIL|PHAPI2|SSP29
ANP32C,PP32R1
ANP32D,PP32R2
ANP32E,LANP-L|LANPL
ANPEP,APN|CD13|GP150|LAP1|P150|PEPN
ANTXR1,ATR|GAPO|TEM8
ANTXR2,CMG-2|CMG2|HFS|ISH|JHF
ANXA1,ANX1|LPC1
ANXA10,ANX14
ANXA11,ALS23|ANX11|CAP-50|CAP50
ANXA13,ANX13|ISA
ANXA2,ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV
ANXA2P1,ANX2L1|ANX2P1|LPC2A
ANXA2P2,ANX2L2|ANX2P2|LPC2B
ANXA2P3,ANX2L3|ANX2P3|LIP2|LPC2C
ANXA2R,AX2R|AXIIR|C5orf39
ANXA3,ANX3
ANXA4,ANX4|HEL-S-274|P32.5|PAP-II|PIG28|PP4-X|ZAP36
ANXA5,ANX5|ENX2|HEL-S-7|PP4|RPRGL3
ANXA6,ANX6|CBP68
ANXA7,ANX7|SNX|SYNEXIN
ANXA8,ANX8|CH17-360D5.2
ANXA8L1,ANXA8|ANXA8L2|VAC-beta|bA145E20.2
ANXA9,ANX31
AOC1,ABP|ABP1|DAO|DAO1|KAO
AOC2,DAO2|RAO|SSAO
AOC3,HPAO|SSAO|VAP-1|VAP1
AOC4P,AOC4|UPAT
AOMS1,SYNX
AOX1,AO|AOH1
AOX2P,AOH2|AOX2|AOX3L1
AOX3P,AOH1|AOX3
AOX3P-AOX2P,AOX3/AOX3L1
AP1AR,2C18|C4orf16|GBAR|PRO0971|gamma-BAR
AP1B1,ADTB1|AP105A|BAM22|CLAPB2
AP1B1P1,ADTB1L1|dJ127L4.2
AP1B1P2,ADTB1L2|dJ127L4.3
AP1G1,ADTG|CLAPG1
AP1G2,G2AD
AP1M1,AP47|CLAPM2|CLTNM|MU-1A
AP1M2,AP1-mu2|HSMU1B|MU-1B|MU1B|mu2
AP1S1,AP19|CLAPS1|EKV3|MEDNIK|SIGMA1A
AP1S2,DC22|MRX59|MRXS21|MRXS5|MRXSF|PGS|SIGMA1B
AP1S3,PSORS15
AP2A1,ADTAA|AP2-ALPHA|CLAPA1
AP2A2,ADTAB|CLAPA2|HIP-9|HIP9|HYPJ
AP2B1,ADTB2|AP105B|AP2-BETA|CLAPB1
AP2M1,AP50|CLAPM1|mu2
AP2S1,AP17|CLAPS2|FBH3|FBHOk|HHC3
AP3B1,ADTB3|ADTB3A|HPS|HPS2|PE
AP3B2,EIEE48|NAPTB
AP3D1,ADTD|HPS10|hBLVR
AP3M2,AP47B|CLA20|P47B
AP3S1,CLAPS3|Sigma3A
AP3S2,AP3S3|sigma3b
AP4B1,BETA-4|CPSQ5|SPG47
AP4E1,CPSQ4|SPG51|STUT1
AP4M1,CPSQ3|MU-4|MU-ARP2|SPG50
AP4S1,AP47B|CLA20|CLAPS4|CPSQ6|SPG52
AP5B1,AP-5|PP1030
AP5M1,C14orf108|MUDENG|Mu5|MuD
AP5S1,C20orf29
AP5Z1,KIAA0415|SPG48|zeta
APAF1,APAF-1|CED4
APBA1,D9S411E|LIN10|MINT1|X11|X11A|X11ALPHA
APBA2,D15S1518E|HsT16821|LIN-10|MGC:14091|MINT2|X11-BETA|X11L
APBA3,MGC:15815|X11L2|mint3
APBB1,FE65|MGC:9072|RIR
APBB1IP,INAG1|PREL1|RARP1|RIAM
APBB2,FE65L|FE65L1
APBB3,FE65L2|SRA
APC,BTPS2|DP2|DP2.5|DP3|GS|PPP1R46
APC2,APCL
APCDD1,B7323|DRAPC1|FP7019|HHS|HTS|HYPT1
APCS,HEL-S-92n|PTX2|SAP
APEH,AARE|ACPH|APH|D3F15S2|D3S48E|DNF15S2|OPH
APELA,ELA|Ende|tdl
APEX1,APE|APE1|APEN|APEX|APX|HAP1|REF1
APEX2,APE2|APEXL2|XTH2|ZGRF2
APH1A,6530402N02Rik|APH-1|APH-1A|CGI-78
APH1B,APH-1B|PRO1328|PSFL|TAAV688
API5,AAC-11|AAC11
API5P1,API5L1
APIP,APIP2|CGI-29|CGI29|MMRP19|hAPIP
APLF,APFL|C2orf13|PALF|Xip1|ZCCHH1
APLN,APEL|XNPEP2
APLNR,AGTRL1|APJ|APJR|HG11
APLP1,APLP
APLP2,APLP-2|APPH|APPL2|CDEBP
APMAP,BSCv|C20orf3
APOA1,apo(a)
APOA2,Apo-AII|ApoA-II|apoAII
APOA5,APOAV|RAP3
APOB,FLDB|LDLCQ4|apoB-100|apoB-48
APOBEC1,APOBEC-1|BEDP|CDAR1|HEPR
APOBEC2,ARCD1|ARP1
APOBEC3A,A3A|ARP3|PHRBN|bK150C2.1
APOBEC3B,A3B|APOBEC1L|ARCD3|ARP4|DJ742C19.2|PHRBNL|bK150C2.2
APOBEC3C,A3C|APOBEC1L|ARDC2|ARDC4|ARP5|PBI|bK150C2.3
APOBEC3D,A3D|APOBEC3DE|APOBEC3E|ARP6
APOBEC3F,A3F|ARP8|BK150C2.4.MRNA|KA6
APOBEC3G,A3G|ARCD|ARP-9|ARP9|CEM-15|CEM15|MDS019|bK150C2.7|dJ494G10.1
APOBEC3H,A3H|ARP-10|ARP10
APOBEC4,C1orf169
APOBR,APOB100R|APOB48R
APOC1,Apo-CI|ApoC-I|apo-CIB|apoC-IB
APOC2,APO-CII|APOC-II
APOC3,APOCIII
APOC4,APO-CIV|APOC-IV
APOE,AD2|APO-E|ApoE4|LDLCQ5|LPG
APOF,Apo-F|LTIP
APOH,B2G1|B2GP1|BG
APOL1,APO-L|APOL|APOL-I|FSGS4
APOL2,APOL-II|APOL3
APOL3,APOLIII|CG121|CG12_1|apoL-III
APOL4,APOL-IV|APOLIV
APOL5,APOL-V|APOLV
APOL6,APOL-VI|APOLVI
APOLD1,VERGE
APOM,G3a|HSPC336|NG20|apo-M
APOO,FAM121B|MIC26|Mic23|My025
APOOL,CXorf33|FAM121A|Mic27|UNQ8193
APOPT1,APOP|APOP1|C14orf153
APP,AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2|preA4
APPBP2,APP-BP2|HS.84084|PAT1
APPL1,APPL|DIP13alpha|MODY14
APPL2,DIP13B
APRT,AMP|APRTD
APTR,RSBN1L-AS1
APTX,AOA|AOA1|AXA1|EAOH|EOAHA|FHA-HIT
AQP1,AQP-CHIP|CHIP28|CO
AQP10,AQPA_HUMAN
AQP11,AQPX1
AQP12A,AQP-12|AQP12|AQPX2
AQP12B,INSSA3
AQP2,AQP-CD|WCH-CD
AQP3,AQP-3|GIL
AQP4,MIWC|WCH4
AQP4-AS1,C18orf16|CHST9-AS1
AQP5,AQP-5|PPKB
AQP6,AQP2L|KID
AQP7,AQP7L|AQPap|GLYCQTL
AQP7P1,bA251O17.3
AQP7P3,AQPap-3
AQP8,AQP-8
AQP9,AQP-9|HsT17287|SSC1|T17287
AQR,IBP160|fSAP164
AR,AIS|AR8|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM
ARAF,A-RAF|ARAF1|PKS2|RAFA1
ARAFP2,ARAF2|ARAF2P|ARAFPS|PKS1
ARAFP3,ARAF3P|ARAFPS2
ARAP1,CENTD2
ARAP2,CENTD1|PARX
ARAP3,CENTD3|DRAG1
ARC,Arg3.1
ARCN1,COPD|SRMMD
AREG,AR|AREGB|CRDGF|SDGF
AREL1,FIEL1|KIAA0317
ARF1P1,ARF1
ARF4,ARF2
ARF4P1,ARF4P
ARF4P2,dJ885L7.7
ARFGAP1,ARF1GAP|HRIHFB2281
ARFGAP2,IRZ|NBLA10535|ZFP289|ZNF289
ARFGAP3,ARFGAP1
ARFGEF1,ARFGEP1|BIG1|P200
ARFGEF2,BIG2|PVNH2|dJ1164I10.1
ARFGEF3,A7322|BIG3|C6orf92|KIAA1244|PPP1R33|dJ171N11.1
ARFIP1,HSU52521
ARFIP2,POR1
ARFRP1,ARL18|ARP|Arp1
ARHGAP1,CDC42GAP|RHOGAP|RHOGAP1|p50rhoGAP
ARHGAP10,GRAF2|PS-GAP|PSGAP
ARHGAP11A,GAP (1-12)
ARHGAP11B,B'-T|FAM7B1|GAP (1-8)
ARHGAP15,BM046
ARHGAP16P,ARHGAP15P
ARHGAP17,MST066|MST110|MSTP038|MSTP066|MSTP110|NADRIN|PP367|PP4534|RICH-1|RICH1|WBP15
ARHGAP18,MacGAP|SENEX|bA307O14.2
ARHGAP20,RARHOGAP
ARHGAP21,ARHGAP10
ARHGAP22,RhoGAP2|RhoGap22
ARHGAP24,FILGAP|RC-GAP72|RCGAP72|p73|p73RhoGAP
ARHGAP25,HEL-S-308|KAIA0053
ARHGAP26,GRAF|GRAF1|OPHN1L|OPHN1L1
ARHGAP27,CAMGAP1|PP905|SH3D20|SH3P20
ARHGAP29,PARG1
ARHGAP31,AOS1|CDGAP
ARHGAP32,GC-GAP|GRIT|PX-RICS|RICS|p200RhoGAP|p250GAP
ARHGAP33,NOMA-GAP|SNX26|TCGAP
ARHGAP35,GRF-1|GRLF1|P190-A|P190A|p190ARhoGAP|p190RhoGAP
ARHGAP39,CrGAP|Vilse
ARHGAP4,C1|RGC1|RhoGAP4|SrGAP4|p115
ARHGAP40,C20orf95|dJ1100H13.4
ARHGAP42,AD031|GRAF3|TMEM133
ARHGAP42P3,OPHN1P1
ARHGAP44,NPC-A-10|RICH2
ARHGAP45,HA-1|HLA-HA1|HMHA1
ARHGAP5,GFI2|RhoGAP5|p190-B|p190BRhoGAP
ARHGAP5-AS1,C14orf128
ARHGAP6,RHOGAP6|RHOGAPX-1
ARHGAP8,BPGAP1|PP610
ARHGAP9,10C|RGL1
ARHGDIA,GDIA1|HEL-S-47e|NPHS8|RHOGDI|RHOGDI-1
ARHGDIB,D4|GDIA2|GDID4|LYGDI|Ly-GDI|RAP1GN1|RhoGDI2
ARHGDIG,RHOGDI-3
ARHGEF1,GEF1|LBCL2|LSC|P115-RHOGEF|SUB1.5
ARHGEF10,GEF10|SNCV
ARHGEF10L,GrinchGEF
ARHGEF11,GTRAP48|PDZ-RHOGEF
ARHGEF12,LARG|PRO2792
ARHGEF15,ARGEF15|E5|Ephexin5|Vsm-RhoGEF
ARHGEF16,GEF16|NBR
ARHGEF17,P164RHOGEF|RHOGEF17|TEM4|p164-RhoGEF
ARHGEF18,P114-RhoGEF|RP78
ARHGEF19,WGEF
ARHGEF2,GEF|GEF-H1|GEFH1|LFP40|NEDMHM|P40
ARHGEF25,GEFT|p63RhoGEF
ARHGEF26,CSGEF|HMFN1864|SGEF
ARHGEF28,RGNEF|RIP2|p190RHOGEF
ARHGEF3,GEF3|STA3|XPLN
ARHGEF35,ARHGEF5L
ARHGEF39,C9orf100
ARHGEF4,ASEF|ASEF1|GEF4|STM6
ARHGEF40,SOLO
ARHGEF5,GEF5|P60|TIM|TIM1
ARHGEF6,COOL2|Cool-2|MRX46|PIXA|alpha-PIX|alphaPIX
ARHGEF7,BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB
ARHGEF9,COLLYBISTIN|EIEE8|HPEM-2|PEM-2|PEM2
ARID1A,B120|BAF250|BAF250a|BM029|C1orf4|CSS2|ELD|MRD14|OSA1|P270|SMARCF1|hELD|hOSA1
ARID1B,6A3-5|BAF250B|BRIGHT|CSS1|DAN15|ELD/OSA1|MRD12|OSA2|P250R
ARID2,BAF200|CSS6|p200
ARID3A,BRIGHT|DRIL1|DRIL3|E2FBP1
ARID3B,BDP|DRIL2
ARID4A,RBBP-1|RBBP1|RBP-1|RBP1
ARID4B,BCAA|BRCAA1|RBBP1L1|RBP1L1|SAP180
ARID5A,MRF-1|MRF1|RP11-363D14
ARID5B,DESRT|MRF-2|MRF2
ARIH1,ARI|HARI|HHARI|UBCH7BP
ARIH2,ARI2|TRIAD1
ARIH2OS,C3orf71
ARIH2P1,ARIH2P
ARL1,ARFL1
ARL10,ARL10A
ARL11,ARLTS1
ARL13A,ARL13|dJ341D10.2
ARL13B,ARL2L1|JBTS8
ARL14,ARF7
ARL14EP,ARF7EP|C11orf46|dJ299F11.1
ARL15,ARFRP2
ARL17A,ARF1P2|ARL17P1
ARL17B,ARL17|ARL17A
ARL2,ARFL2
ARL2BP,BART|BART1|RP66
ARL2BPP1,HsT2883
ARL2BPP2,ARL2BPL|bcm1040
ARL3,ARFL3
ARL4A,ARL4
ARL4AP1,ARL4B|ARL4P
ARL4AP2,ARL4P2
ARL4C,ARL7|LAK
ARL4D,ARF4L|ARL6
ARL5A,ARFLP5|ARL5
ARL5B,ARL8
ARL5C,ARL12
ARL6,BBS3|RP55
ARL6IP1,AIP1|ARL6IP|ARMER|SPG61
ARL6IP1P1,ARL6IPP1
ARL6IP4,SFRS20|SR-25|SRp25|SRrp37
ARL6IP5,DERP11|GTRAP3-18|HSPC127|JWA|PRAF3|Yip6b|addicsin|hp22|jmx
ARL6IP6,AIP-6|AIP6|PFAAP1
ARL8A,ARL10B|GIE2
ARL8B,ARL10C|Gie1
ARMC1,Arcp
ARMC10,PNAS-112|PNAS112|PSEC0198|SVH
ARMC12,C6orf81
ARMC2,bA787I22.1
ARMC3,CT81|KU-CT-1
ARMC4,CILD23
ARMC5,AIMAH2
ARMC6,R30923_1
ARMC8,GID5|HSPC056|S863-2|VID28
ARMC9,ARM|JBTS30|KU-MEL-1|NS21
ARMCX1,ALEX1|GASP7
ARMCX2,ALEX2|GASP9
ARMCX3,ALEX3|GASP6|dJ545K15.2
ARMCX4,CXorf35|GASP4
ARMCX5,GASP5
ARMCX5-GPRASP2,ARMCX5-GPRASP2-BHLHB9-LINC00630|bHLHb9|p60TRP
ARMCX6,GASP10
ARMCX7P,ARMCX6-ps|GASP10ps
ARMH1,C1orf228|NCRNA00082|p40
ARMH2,C6orf229
ARMH3,C10orf76
ARMH4,C14orf37|UT2|c14_5376
ARMS2,ARMD8
ARMT1,C6orf211
ARNT,HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2
ARNT2,WEDAS|bHLHe1
ARNTL,BMAL1|BMAL1c|JAP3|MOP3|PASD3|TIC|bHLHe5
ARNTL2,BMAL2|CLIF|MOP9|PASD9|bHLHe6
ARPC1A,Arc40|HEL-68|HEL-S-307|SOP2Hs|SOP2L
ARPC1B,ARC41|PLTEID|p40-ARC|p41-ARC
ARPC2,ARC34|PNAS-139|PRO2446|p34-Arc
ARPC3,ARC21|p21-Arc
ARPC3P1,ARPC3B|dJ470L14.3
ARPC4,ARC20|P20-ARC
ARPC5,ARC16|dJ127C7.3|p16-Arc
ARPC5L,ARC16-2
ARPIN,C15orf38
ARPP19,ARPP-16|ARPP-19|ARPP16|ENSAL
ARPP21,ARPP-21|R3HDM3|RCS|TARPP
ARR3,ARRX|MYP26|cArr
ARRB1,ARB1|ARR1
ARRB2,ARB2|ARR2|BARR2
ARRDC1-AS1,C9orf37
ARRDC2,CLONE24945|PP2703
ARRDC3,TLIMP
ARSA,MLD
ARSB,ASB|G4S|MPS6
ARSC2,ARSC
ARSD,ASD
ARSDP1,ARSDP|ARSDY1
ARSE,ASE|CDPX|CDPX1|CDPXR
ARSEP1,ARSEP
ARSF,ASF
ARSFP1,ARSFP
ARSH,sulfatase
ARSI,ASI|SPG66
ARSJ,ASJ
ARSK,TSULF
ART1,ART2|ARTC1|CD296|RT6
ART2P,ART1P|RT6
ART3,ARTC3
ART4,ARTC4|CD297|DO|DOK1
ART5,ARTC5
ARTN,ART|ENOVIN|EVN|NBN
ARV1,EIEE38
ARVD3,ARVD2
ARX,CT121|EIEE1|ISSX|MRX29|MRX32|MRX33|MRX36|MRX38|MRX43|MRX54|MRX76|MRX87|MRXS1|PRTS
AS3MT,CYT19
ASAH1,AC|ACDase|ASAH|PHP|PHP32|SMAPME
ASAH2,BCDase|HNAC1|LCDase|N-CDase|NCDase
ASAH2B,ASAH2C|ASAH2L|bA449O16.3|bA98I6.3
ASAP1,AMAP1|CENTB4|DDEF1|PAG2|PAP|ZG14P
ASAP1-IT1,ASAP1-IT|ASAP1IT|ASAP1IT1|DDEF1IT1|HSPC054|NCRNA00050
ASAP2,AMAP2|CENTB3|DDEF2|PAG3|PAP|Pap-alpha|SHAG1
ASAP3,ACAP4|CENTB6|DDEFL1|UPLC1
ASB1,ASB-1
ASB10,GLC1F
ASB16-AS1,C17orf65
ASB17,Asb-17
ASB18,ASB-18
ASB2,ASB-2
ASB3,ASB-3
ASB4,ASB-4
ASB5,ASB-5
ASB8,PP14212
ASCC1,ASC1p50|CGI-18|SMABF2|p50
ASCC2,ASC1p100|p100
ASCC3,ASC1p200|HELIC1|RNAH
ASCL1,ASH1|HASH1|MASH1|bHLHa46
ASCL2,ASH2|HASH2|MASH2|bHLHa45
ASCL3,HASH3|SGN1|bHLHa42
ASCL4,HASH4|bHLHa44
ASCL5,bHLHa47
ASDURF,ASNSD1-SEP
ASF1A,CGI-98|CIA|HSPC146
ASF1B,CIA-II
ASGR1,ASGPR|ASGPR1|CLEC4H1|HL-1
